iter	Logloss
0	0.6616133453
1	0.633854816
2	0.6029624993
3	0.5754674167
4	0.5496015833
5	0.5255323478
6	0.5025694935
7	0.4807646623
8	0.4600182499
9	0.4343917955
10	0.4158851137
11	0.3977932977
12	0.3822708455
13	0.3623447067
14	0.3474652662
15	0.3322133599
16	0.3166769258
17	0.3016921672
18	0.2883920223
19	0.2814666099
20	0.2710571289
21	0.262838572
22	0.25388268
23	0.2442373722
24	0.2366907864
25	0.2277276655
26	0.2183563882
27	0.2120405481
28	0.2044344205
29	0.1971007435
30	0.1903583932
31	0.1845608326
32	0.1770388772
33	0.1717025432
34	0.1665832844
35	0.16180658
36	0.1560257283
37	0.1517474668
38	0.1481964652
39	0.1435257499
40	0.1381827388
41	0.133900614
42	0.1299233511
43	0.1268352536
44	0.1236605056
45	0.120596887
46	0.1174403089
47	0.1149236909
48	0.1119315398
49	0.1092565334
50	0.1068239685
51	0.103518785
52	0.1005704406
53	0.09873650733
54	0.09711905405
55	0.09467386016
56	0.09309246523
57	0.09068033205
58	0.08893427206
59	0.08660362731
60	0.08478751757
61	0.08333373374
62	0.08221580559
63	0.08055813837
64	0.07897068862
65	0.07754227117
66	0.07601518022
67	0.07479607332
68	0.07309115795
69	0.07210415779
70	0.07116389714
71	0.0702505017
72	0.0692360736
73	0.06766133951
74	0.06639969738
75	0.06548032287
76	0.06465789578
77	0.06382361879
78	0.06319053596
79	0.06269797467
80	0.06215073606
81	0.06150692338
82	0.0609907272
83	0.06033282449
84	0.05948314261
85	0.0585349712
86	0.05747153641
87	0.05673564072
88	0.05578254537
89	0.05471241187
90	0.05394907201
91	0.05340826156
92	0.05294090433
93	0.05198787392
94	0.05124714087
95	0.05032727397
96	0.0498782327
97	0.04931285669
98	0.04891323333
99	0.04825806313
100	0.04775295934
101	0.04756766245
102	0.04730420485
103	0.0470891966
104	0.04663648132
105	0.04627679054
106	0.0458672165
107	0.04529451681
108	0.04495124546
109	0.04463039696
110	0.04400121811
111	0.04361785185
112	0.04332532409
113	0.04303210103
114	0.04279069833
115	0.04258419605
116	0.04202841901
117	0.04180306509
118	0.04156587479
119	0.04142775028
120	0.04120236661
121	0.04085871379
122	0.04044627196
123	0.04028890623
124	0.04002237523
125	0.0397742197
126	0.03958022476
127	0.03931393454
128	0.03912711177
129	0.03900534447
130	0.0386682091
131	0.0384892024
132	0.03830609964
133	0.03804743882
134	0.03786888393
135	0.03763320598
136	0.03744006055
137	0.03722101036
138	0.03707354119
139	0.03696283652
140	0.03682959807
141	0.03663491323
142	0.03649034974
143	0.0363747617
144	0.03612059194
145	0.03584823879
146	0.03558224617
147	0.03539888098
148	0.03533255665
149	0.03515959936
150	0.03495729595
151	0.03489930714
152	0.03467372056
153	0.03451158239
154	0.03433493486
155	0.0341442027
156	0.03400497437
157	0.03387520432
158	0.03373294046
159	0.03349654827
160	0.03335471458
161	0.03320183179
162	0.0330303598
163	0.03290893338
164	0.03280275764
165	0.03265297531
166	0.03242418005
167	0.0322401412
168	0.0320432433
169	0.03185593625
170	0.03164531897
171	0.03146341473
172	0.0312973293
173	0.03109679256
174	0.03096454972
175	0.03083576175
176	0.0307123847
177	0.03055756481
178	0.03029235136
179	0.03009834831
180	0.03003122316
181	0.02965349509
182	0.02955920713
183	0.02946769768
184	0.02935755574
185	0.02926519949
186	0.02916749724
187	0.02899588727
188	0.02889082888
189	0.02879530995
190	0.02866564812
191	0.02855317407
192	0.02822834854
193	0.02812475921
194	0.02802174886
195	0.0279883635
196	0.02791887649
197	0.02772563637
198	0.0275652811
199	0.02748548088
200	0.02730907684
201	0.02722917651
202	0.02711866933
203	0.02700574347
204	0.02679851884
205	0.02667914316
206	0.0265378181
207	0.02641647826
208	0.02629028212
209	0.02621747822
210	0.02612623391
211	0.02599557647
212	0.02595671255
213	0.02581832832
214	0.02569235944
215	0.02556686401
216	0.0254600552
217	0.02532809102
218	0.02528259873
219	0.0251658257
220	0.02499441593
221	0.02486780045
222	0.02472404318
223	0.02464266838
224	0.02459049631
225	0.0245213069
226	0.02445253954
227	0.02417048732
228	0.02407208977
229	0.02401023486
230	0.02394368057
231	0.02387768089
232	0.02382485951
233	0.02375508572
234	0.02367242583
235	0.02361754018
236	0.02347736764
237	0.02338842568
238	0.02327081126
239	0.02315102706
240	0.02309813263
241	0.02303114005
242	0.02298526088
243	0.0229569726
244	0.0228819935
245	0.02277774134
246	0.02268495627
247	0.0226048084
248	0.02248037893
249	0.02241611345
250	0.02237806929
251	0.02222735087
252	0.02214020127
253	0.02206516807
254	0.02201319485
255	0.02194891314
256	0.02186230058
257	0.02183301669
258	0.02176036023
259	0.02168833956
260	0.02162239399
261	0.02154746225
262	0.02149642241
263	0.0214096421
264	0.02127653893
265	0.02120053717
266	0.02115210405
267	0.02105960575
268	0.02091279131
269	0.02077808245
270	0.02066729661
271	0.02063915172
272	0.0205883973
273	0.02051076686
274	0.02041756921
275	0.02037007217
276	0.02033667598
277	0.02028317553
278	0.02020701145
279	0.02005713037
280	0.01993713379
281	0.01984824864
282	0.01973537689
283	0.01964047479
284	0.01956288087
285	0.01946830885
286	0.01940895243
287	0.01934254423
288	0.01929582636
289	0.01921323952
290	0.0191023901
291	0.01900695638
292	0.0189652842
293	0.01889391419
294	0.01884699206
295	0.01875964902
296	0.01865116688
297	0.01859772188
298	0.01856202606
299	0.01845085063
300	0.01833635695
301	0.0183059273
302	0.01826039172
303	0.01823856678
304	0.01817350185
305	0.01810138513
306	0.0180271284
307	0.01796766376
308	0.01791428099
309	0.01787580395
310	0.01767126313
311	0.0175987433
312	0.01750523182
313	0.01738473473
314	0.01728801998
315	0.01723196963
316	0.01710169366
317	0.01706536476
318	0.01701463469
319	0.01696015216
320	0.01693070459
321	0.01688610916
322	0.01684181944
323	0.01682128636
324	0.0167294739
325	0.01670037128
326	0.01666129092
327	0.01660333458
328	0.01655471748
329	0.01649390417
330	0.01643109694
331	0.01640739711
332	0.01630910238
333	0.01626299594
334	0.01620823204
335	0.01615713404
336	0.0161113739
337	0.01606215484
338	0.0159676288
339	0.01594016975
340	0.01587251974
341	0.01582050459
342	0.01579696304
343	0.01574741796
344	0.01566381657
345	0.01560115949
346	0.01552754801
347	0.01550624929
348	0.01543168278
349	0.01540073097
350	0.01532796224
351	0.01526355608
352	0.01519399061
353	0.01508947061
354	0.0150367845
355	0.01498822422
356	0.01494373565
357	0.01483446892
358	0.01479077711
359	0.01475125306
360	0.01471645139
361	0.01467885227
362	0.01465913489
363	0.0146025935
364	0.01455069197
365	0.01453316601
366	0.01452043006
367	0.01446542943
368	0.01443682867
369	0.01441208454
370	0.01429416305
371	0.01423560068
372	0.01419411247
373	0.01414180377
374	0.01407118182
375	0.01403646266
376	0.0139419718
377	0.01389457486
378	0.01387281891
379	0.01382996309
380	0.01377789247
381	0.01374990585
382	0.01373063351
383	0.0136900638
